"","Region","Ethnicity","Religion","Highest.education.qualification","Frequency.of.all.media.combined","Working.status","Welth.index","Right","Wrong","Total"
"256","Central","Sri Lanka Tamil","Hindu","Passed Grade 6-10","At least once a week","Yes","Middle",1,0,1
"257","Central","Sri Lanka Tamil","Hindu","Passed Grade 6-10","At least once a week","Yes","Second",4,3,7
"258","Central","Sri Lanka Tamil","Hindu","Passed Grade 6-10","Less than once a week","No","Lowest",3,1,4
"259","Central","Sri Lanka Tamil","Hindu","Passed Grade 6-10","Less than once a week","No","Second",1,0,1
"260","Central","Sri Lanka Tamil","Hindu","Passed Grade 6-10","Less than once a week","Yes","Lowest",1,1,2
"261","Central","Sri Lanka Tamil","Hindu","Passed Grade 6-10","Less than once a week","Yes","Middle",0,1,1
"262","Central","Sri Lanka Tamil","Hindu","Passed Grade 6-10","Less than once a week","Yes","Second",1,0,1
"263","Central","Sri Lanka Tamil","Islam","Passed Grade 6-10","At least once a week","No","Middle",1,0,1
"264","Central","Sri Lanka Tamil","Islam","Passed Grade 6-10","At least once a week","Yes","Fourth",1,0,1
"265","Central","Sri Lanka Tamil","Islam","Passed Grade 6-10","At least once a week","Yes","Middle",1,0,1
"266","Central","Sri Lanka Tamil","Other Christian","Passed G.C.E.(O/L) or equivalent","At least once a week","No","Fourth",1,0,1
"267","Central","Sri Lanka Tamil","Other Christian","Passed G.C.E.(O/L) or equivalent","At least once a week","Yes","Highest",1,0,1
"268","Central","Sri Lanka Tamil","Other Christian","Passed G.C.E.(O/L) or equivalent","Less than once a week","No","Second",0,1,1
"269","Central","Sri Lanka Tamil","Other Christian","Passed Grade 6-10","At least once a week","No","Middle",1,0,1
"270","Central","Sri Lanka Tamil","Other Christian","Passed Grade 6-10","At least once a week","No","Second",1,0,1
"271","Central","Sri Lanka Tamil","Other Christian","Passed Grade 6-10","Less than once a week","No","Highest",1,0,1
"272","Central","Sri Lanka Tamil","Roman Catholic","Passed G.C.E.(A/L) or equivalent","At least once a week","Yes","Fourth",1,0,1
"273","Central","Sri Lanka Tamil","Roman Catholic","Passed G.C.E.(A/L) or equivalent","At least once a week","Yes","Highest",2,0,2
"274","Central","Sri Lanka Tamil","Roman Catholic","Passed G.C.E.(O/L) or equivalent","At least once a week","No","Fourth",1,0,1
"275","Central","Sri Lanka Tamil","Roman Catholic","Passed G.C.E.(O/L) or equivalent","At least once a week","No","Highest",0,1,1
"276","Central","Sri Lanka Tamil","Roman Catholic","Passed G.C.E.(O/L) or equivalent","At least once a week","Yes","Highest",1,0,1
"277","Central","Sri Lanka Tamil","Roman Catholic","Passed G.C.E.(O/L) or equivalent","At least once a week","Yes","Middle",1,0,1
"278","Central","Sri Lanka Tamil","Roman Catholic","Passed Grade 1-5","At least once a week","No","Fourth",1,0,1
"279","Central","Sri Lanka Tamil","Roman Catholic","Passed Grade 1-5","At least once a week","Yes","Middle",1,0,1
"280","Central","Sri Lanka Tamil","Roman Catholic","Passed Grade 6-10","At least once a week","No","Lowest",2,2,4
"281","Central","Sri Lanka Tamil","Roman Catholic","Passed Grade 6-10","At least once a week","No","Middle",1,0,1
"282","Central","Sri Lanka Tamil","Roman Catholic","Passed Grade 6-10","At least once a week","No","Second",1,0,1
"283","Central","Sri Lanka Tamil","Roman Catholic","Passed Grade 6-10","At least once a week","Yes","Fourth",1,0,1
"284","Central","Sri Lanka Tamil","Roman Catholic","Passed Grade 6-10","At least once a week","Yes","Lowest",1,0,1
"285","Central","Sri Lanka Tamil","Roman Catholic","Passed Grade 6-10","At least once a week","Yes","Second",0,1,1
"286","Eastern","Burger","Roman Catholic","Passed G.C.E.(A/L) or equivalent","At least once a week","No","Second",0,2,2
"287","Eastern","Burger","Roman Catholic","Passed G.C.E.(O/L) or equivalent","Less than once a week","No","Second",1,0,1
"288","Eastern","Burger","Roman Catholic","Passed Grade 6-10","At least once a week","No","Fourth",0,1,1
"289","Eastern","Burger","Roman Catholic","Passed Grade 6-10","At least once a week","No","Second",1,0,1
"290","Eastern","Indian Tamil","Hindu","Passed G.C.E.(A/L) or equivalent","At least once a week","No","Middle",0,1,1
"291","Eastern","Indian Tamil","Hindu","Passed Grade 1-5","At least once a week","No","Middle",1,0,1
"292","Eastern","Indian Tamil","Hindu","Passed Grade 1-5","Not at all","No","Lowest",0,1,1
"293","Eastern","Indian Tamil","Hindu","Passed Grade 6-10","At least once a week","No","Middle",1,0,1
"294","Eastern","Indian Tamil","Hindu","Passed Grade 6-10","At least once a week","Yes","Middle",0,1,1
"295","Eastern","Sinhala","Buddhist","Degree and above","At least once a week","No","Highest",1,0,1
"296","Eastern","Sinhala","Buddhist","Degree and above","At least once a week","No","Middle",1,0,1
"297","Eastern","Sinhala","Buddhist","Degree and above","At least once a week","Yes","Fourth",2,1,3
"298","Eastern","Sinhala","Buddhist","Degree and above","At least once a week","Yes","Highest",6,0,6
"299","Eastern","Sinhala","Buddhist","No education","At least once a week","No","Lowest",1,0,1
"300","Eastern","Sinhala","Buddhist","No education","At least once a week","No","Middle",1,0,1
"301","Eastern","Sinhala","Buddhist","No education","At least once a week","No","Second",1,0,1
"302","Eastern","Sinhala","Buddhist","No education","Less than once a week","No","Fourth",1,0,1
"303","Eastern","Sinhala","Buddhist","Passed G.C.E.(A/L) or equivalent","At least once a week","No","Fourth",9,0,9
"304","Eastern","Sinhala","Buddhist","Passed G.C.E.(A/L) or equivalent","At least once a week","No","Highest",9,1,10
"305","Eastern","Sinhala","Buddhist","Passed G.C.E.(A/L) or equivalent","At least once a week","No","Middle",5,1,6
"306","Eastern","Sinhala","Buddhist","Passed G.C.E.(A/L) or equivalent","At least once a week","No","Second",2,0,2
"307","Eastern","Sinhala","Buddhist","Passed G.C.E.(A/L) or equivalent","At least once a week","Yes","Fourth",2,0,2
"308","Eastern","Sinhala","Buddhist","Passed G.C.E.(A/L) or equivalent","At least once a week","Yes","Highest",14,0,14
"309","Eastern","Sinhala","Buddhist","Passed G.C.E.(A/L) or equivalent","At least once a week","Yes","Middle",2,0,2
"310","Eastern","Sinhala","Buddhist","Passed G.C.E.(A/L) or equivalent","Less than once a week","No","Fourth",1,0,1
"311","Eastern","Sinhala","Buddhist","Passed G.C.E.(A/L) or equivalent","Less than once a week","No","Highest",1,1,2
"312","Eastern","Sinhala","Buddhist","Passed G.C.E.(A/L) or equivalent","Less than once a week","No","Second",3,0,3
"313","Eastern","Sinhala","Buddhist","Passed G.C.E.(A/L) or equivalent","Less than once a week","Yes","Fourth",2,0,2
"314","Eastern","Sinhala","Buddhist","Passed G.C.E.(A/L) or equivalent","Less than once a week","Yes","Highest",2,0,2
"315","Eastern","Sinhala","Buddhist","Passed G.C.E.(A/L) or equivalent","Not at all","Yes","Fourth",1,0,1
"316","Eastern","Sinhala","Buddhist","Passed G.C.E.(A/L) or equivalent","Not at all","Yes","Middle",1,0,1
"317","Eastern","Sinhala","Buddhist","Passed G.C.E.(O/L) or equivalent","At least once a week","No","Fourth",26,4,30
"318","Eastern","Sinhala","Buddhist","Passed G.C.E.(O/L) or equivalent","At least once a week","No","Highest",15,0,15
"319","Eastern","Sinhala","Buddhist","Passed G.C.E.(O/L) or equivalent","At least once a week","No","Lowest",1,1,2
"320","Eastern","Sinhala","Buddhist","Passed G.C.E.(O/L) or equivalent","At least once a week","No","Middle",12,0,12
"321","Eastern","Sinhala","Buddhist","Passed G.C.E.(O/L) or equivalent","At least once a week","No","Second",8,0,8
"322","Eastern","Sinhala","Buddhist","Passed G.C.E.(O/L) or equivalent","At least once a week","Yes","Fourth",4,0,4
"323","Eastern","Sinhala","Buddhist","Passed G.C.E.(O/L) or equivalent","At least once a week","Yes","Lowest",1,0,1
"324","Eastern","Sinhala","Buddhist","Passed G.C.E.(O/L) or equivalent","At least once a week","Yes","Middle",2,0,2
"325","Eastern","Sinhala","Buddhist","Passed G.C.E.(O/L) or equivalent","Less than once a week","No","Fourth",3,2,5
"326","Eastern","Sinhala","Buddhist","Passed G.C.E.(O/L) or equivalent","Less than once a week","No","Highest",3,0,3
"327","Eastern","Sinhala","Buddhist","Passed G.C.E.(O/L) or equivalent","Less than once a week","No","Middle",4,0,4
"328","Eastern","Sinhala","Buddhist","Passed G.C.E.(O/L) or equivalent","Less than once a week","Yes","Highest",1,0,1
"329","Eastern","Sinhala","Buddhist","Passed G.C.E.(O/L) or equivalent","Less than once a week","Yes","Second",1,0,1
"330","Eastern","Sinhala","Buddhist","Passed Grade 1-5","At least once a week","No","Fourth",3,1,4
"331","Eastern","Sinhala","Buddhist","Passed Grade 1-5","At least once a week","No","Lowest",2,0,2
"332","Eastern","Sinhala","Buddhist","Passed Grade 1-5","At least once a week","No","Middle",7,0,7
"333","Eastern","Sinhala","Buddhist","Passed Grade 1-5","At least once a week","No","Second",2,0,2
"334","Eastern","Sinhala","Buddhist","Passed Grade 1-5","At least once a week","Yes","Middle",1,0,1
"335","Eastern","Sinhala","Buddhist","Passed Grade 1-5","Less than once a week","No","Lowest",2,0,2
"336","Eastern","Sinhala","Buddhist","Passed Grade 6-10","At least once a week","No","Fourth",26,3,29
"337","Eastern","Sinhala","Buddhist","Passed Grade 6-10","At least once a week","No","Highest",5,0,5
"338","Eastern","Sinhala","Buddhist","Passed Grade 6-10","At least once a week","No","Lowest",9,3,12
"339","Eastern","Sinhala","Buddhist","Passed Grade 6-10","At least once a week","No","Middle",34,5,39
"340","Eastern","Sinhala","Buddhist","Passed Grade 6-10","At least once a week","No","Second",30,3,33
"341","Eastern","Sinhala","Buddhist","Passed Grade 6-10","At least once a week","Yes","Fourth",5,2,7
"342","Eastern","Sinhala","Buddhist","Passed Grade 6-10","At least once a week","Yes","Highest",4,0,4
"343","Eastern","Sinhala","Buddhist","Passed Grade 6-10","At least once a week","Yes","Middle",6,1,7
"344","Eastern","Sinhala","Buddhist","Passed Grade 6-10","At least once a week","Yes","Second",4,0,4
"345","Eastern","Sinhala","Buddhist","Passed Grade 6-10","Less than once a week","No","Fourth",4,0,4
"346","Eastern","Sinhala","Buddhist","Passed Grade 6-10","Less than once a week","No","Lowest",5,0,5
"347","Eastern","Sinhala","Buddhist","Passed Grade 6-10","Less than once a week","No","Middle",4,2,6
"348","Eastern","Sinhala","Buddhist","Passed Grade 6-10","Less than once a week","No","Second",4,0,4
"349","Eastern","Sinhala","Buddhist","Passed Grade 6-10","Less than once a week","Yes","Fourth",2,0,2
"350","Eastern","Sinhala","Buddhist","Passed Grade 6-10","Less than once a week","Yes","Highest",2,0,2
"351","Eastern","Sinhala","Buddhist","Passed Grade 6-10","Less than once a week","Yes","Lowest",1,0,1
"352","Eastern","Sinhala","Buddhist","Passed Grade 6-10","Less than once a week","Yes","Middle",2,1,3
"353","Eastern","Sinhala","Buddhist","Passed Grade 6-10","Less than once a week","Yes","Second",3,0,3
"354","Eastern","Sinhala","Buddhist","Passed Grade 6-10","Not at all","No","Lowest",2,0,2
"355","Eastern","Sinhala","Buddhist","Passed Grade 6-10","Not at all","Yes","Lowest",0,1,1
"356","Eastern","Sinhala","Roman Catholic","Passed G.C.E.(O/L) or equivalent","At least once a week","No","Fourth",1,0,1
"357","Eastern","Sinhala","Roman Catholic","Passed Grade 6-10","Less than once a week","No","Highest",1,0,1
"358","Eastern","Sri Lanka Moor/Muslim","Islam","Degree and above","At least once a week","No","Fourth",3,1,4
"359","Eastern","Sri Lanka Moor/Muslim","Islam","Degree and above","At least once a week","No","Highest",2,0,2
"360","Eastern","Sri Lanka Moor/Muslim","Islam","Degree and above","At least once a week","Yes","Fourth",1,0,1
"361","Eastern","Sri Lanka Moor/Muslim","Islam","Degree and above","At least once a week","Yes","Highest",8,0,8
"362","Eastern","Sri Lanka Moor/Muslim","Islam","Degree and above","At least once a week","Yes","Second",1,0,1
"363","Eastern","Sri Lanka Moor/Muslim","Islam","Degree and above","Less than once a week","Yes","Fourth",1,0,1
"364","Eastern","Sri Lanka Moor/Muslim","Islam","Degree and above","Less than once a week","Yes","Highest",0,1,1
"365","Eastern","Sri Lanka Moor/Muslim","Islam","Degree and above","Less than once a week","Yes","Middle",1,0,1
"366","Eastern","Sri Lanka Moor/Muslim","Islam","No education","At least once a week","No","Lowest",0,2,2
"367","Eastern","Sri Lanka Moor/Muslim","Islam","No education","At least once a week","Yes","Middle",1,0,1
"368","Eastern","Sri Lanka Moor/Muslim","Islam","No education","Not at all","No","Second",2,1,3
"369","Eastern","Sri Lanka Moor/Muslim","Islam","No education","Not at all","Yes","Lowest",1,0,1
"370","Eastern","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(A/L) or equivalent","At least once a week","No","Fourth",13,6,19
"371","Eastern","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(A/L) or equivalent","At least once a week","No","Highest",11,1,12
"372","Eastern","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(A/L) or equivalent","At least once a week","No","Lowest",2,0,2
"373","Eastern","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(A/L) or equivalent","At least once a week","No","Middle",3,2,5
"374","Eastern","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(A/L) or equivalent","At least once a week","No","Second",5,0,5
"375","Eastern","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(A/L) or equivalent","At least once a week","Yes","Fourth",5,0,5
"376","Eastern","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(A/L) or equivalent","At least once a week","Yes","Highest",9,2,11
"377","Eastern","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(A/L) or equivalent","At least once a week","Yes","Lowest",0,1,1
"378","Eastern","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(A/L) or equivalent","At least once a week","Yes","Middle",1,1,2
"379","Eastern","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(A/L) or equivalent","At least once a week","Yes","Second",2,0,2
"380","Eastern","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(A/L) or equivalent","Less than once a week","No","Fourth",1,0,1
"381","Eastern","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(A/L) or equivalent","Less than once a week","No","Middle",1,0,1
"382","Eastern","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(A/L) or equivalent","Less than once a week","Yes","Highest",0,1,1
"383","Eastern","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(A/L) or equivalent","Less than once a week","Yes","Middle",0,1,1
"384","Eastern","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(A/L) or equivalent","Not at all","Yes","Second",0,1,1
"385","Eastern","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(O/L) or equivalent","At least once a week","No","Fourth",16,10,26
"386","Eastern","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(O/L) or equivalent","At least once a week","No","Highest",14,6,20
"387","Eastern","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(O/L) or equivalent","At least once a week","No","Lowest",3,1,4
"388","Eastern","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(O/L) or equivalent","At least once a week","No","Middle",12,8,20
"389","Eastern","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(O/L) or equivalent","At least once a week","No","Second",6,6,12
"390","Eastern","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(O/L) or equivalent","At least once a week","Yes","Fourth",3,0,3
"391","Eastern","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(O/L) or equivalent","At least once a week","Yes","Highest",2,0,2
"392","Eastern","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(O/L) or equivalent","At least once a week","Yes","Lowest",0,1,1
"393","Eastern","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(O/L) or equivalent","At least once a week","Yes","Middle",0,2,2
"394","Eastern","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(O/L) or equivalent","Less than once a week","No","Fourth",2,1,3
"395","Eastern","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(O/L) or equivalent","Less than once a week","No","Highest",3,0,3
"396","Eastern","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(O/L) or equivalent","Less than once a week","No","Middle",2,1,3
"397","Eastern","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(O/L) or equivalent","Less than once a week","No","Second",2,0,2
"398","Eastern","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(O/L) or equivalent","Not at all","No","Fourth",0,1,1
"399","Eastern","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(O/L) or equivalent","Not at all","No","Highest",1,0,1
"400","Eastern","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(O/L) or equivalent","Not at all","No","Lowest",0,1,1
